,image,label,identifier,character,offset,font,prediction
52949,./Images/T_52949.png,19,t,T,(3 1),Skia,t
52950,./Images/T_52950.png,19,t,T,(0 -5),steelfis,t
52951,./Images/T_52951.png,19,t,T,(0 -2),steelfis,t
52952,./Images/T_52952.png,19,t,T,(0 1),steelfis,t
52953,./Images/T_52953.png,19,t,T,(3 -5),steelfis,1
52954,./Images/T_52954.png,19,t,T,(3 -2),steelfis,1
52955,./Images/T_52955.png,19,t,T,(3 1),steelfis,1
52956,./Images/T_52956.png,19,t,T,(0 -5),Trebuchet MS Bold Italic,t
52957,./Images/T_52957.png,19,t,T,(0 -2),Trebuchet MS Bold Italic,t
52958,./Images/T_52958.png,19,t,T,(0 1),Trebuchet MS Bold Italic,t
52959,./Images/T_52959.png,19,t,T,(3 -5),Trebuchet MS Bold Italic,t
52960,./Images/T_52960.png,19,t,T,(3 -2),Trebuchet MS Bold Italic,t
52961,./Images/T_52961.png,19,t,T,(3 1),Trebuchet MS Bold Italic,t
52962,./Images/T_52962.png,19,t,T,(0 -5),impact,t
52963,./Images/T_52963.png,19,t,T,(0 -2),impact,i
52964,./Images/T_52964.png,19,t,T,(0 1),impact,i
52965,./Images/T_52965.png,19,t,T,(3 -5),impact,t
52966,./Images/T_52966.png,19,t,T,(3 -2),impact,t
52967,./Images/T_52967.png,19,t,T,(3 1),impact,i
52968,./Images/T_52968.png,19,t,T,(0 -5),Streamster,y
52969,./Images/T_52969.png,19,t,T,(0 -2),Streamster,y
52970,./Images/T_52970.png,19,t,T,(0 1),Streamster,y
52971,./Images/T_52971.png,19,t,T,(3 -5),Streamster,t
52972,./Images/T_52972.png,19,t,T,(3 -2),Streamster,y
52973,./Images/T_52973.png,19,t,T,(3 1),Streamster,y
52974,./Images/T_52974.png,19,t,T,(0 -5),SF Laundromatic Bold Oblique,t
52975,./Images/T_52975.png,19,t,T,(0 -2),SF Laundromatic Bold Oblique,t
52976,./Images/T_52976.png,19,t,T,(0 1),SF Laundromatic Bold Oblique,t
52977,./Images/T_52977.png,19,t,T,(3 -5),SF Laundromatic Bold Oblique,t
52978,./Images/T_52978.png,19,t,T,(3 -2),SF Laundromatic Bold Oblique,t
52979,./Images/T_52979.png,19,t,T,(3 1),SF Laundromatic Bold Oblique,t
52980,./Images/T_52980.png,19,t,T,(0 -5),Snowstorm Kraft,t
52981,./Images/T_52981.png,19,t,T,(0 -2),Snowstorm Kraft,t
52982,./Images/T_52982.png,19,t,T,(0 1),Snowstorm Kraft,t
52983,./Images/T_52983.png,19,t,T,(3 -5),Snowstorm Kraft,t
52984,./Images/T_52984.png,19,t,T,(3 -2),Snowstorm Kraft,t
52985,./Images/T_52985.png,19,t,T,(3 1),Snowstorm Kraft,t
52986,./Images/T_52986.png,19,t,T,(0 -5),PRIMER,t
52987,./Images/T_52987.png,19,t,T,(0 -2),PRIMER,t
52988,./Images/T_52988.png,19,t,T,(0 1),PRIMER,t
52989,./Images/T_52989.png,19,t,T,(3 -5),PRIMER,t
52990,./Images/T_52990.png,19,t,T,(3 -2),PRIMER,t
52991,./Images/T_52991.png,19,t,T,(3 1),PRIMER,t
52992,./Images/T_52992.png,19,t,T,(0 -5),Tahoma Bold,t
52993,./Images/T_52993.png,19,t,T,(0 -2),Tahoma Bold,t
52994,./Images/T_52994.png,19,t,T,(0 1),Tahoma Bold,t
52995,./Images/T_52995.png,19,t,T,(3 -5),Tahoma Bold,t
52996,./Images/T_52996.png,19,t,T,(3 -2),Tahoma Bold,t
52997,./Images/T_52997.png,19,t,T,(3 1),Tahoma Bold,t
52998,./Images/T_52998.png,19,t,T,(0 -5),Arial,t
52999,./Images/T_52999.png,19,t,T,(0 -2),Arial,t
53000,./Images/T_53000.png,19,t,T,(0 1),Arial,t
53001,./Images/T_53001.png,19,t,T,(3 -5),Arial,t
53002,./Images/T_53002.png,19,t,T,(3 -2),Arial,t
53003,./Images/T_53003.png,19,t,T,(3 1),Arial,t
53004,./Images/T_53004.png,19,t,T,(0 -5),YanoneKaffeesatz-Thin,t
53005,./Images/T_53005.png,19,t,T,(0 -2),YanoneKaffeesatz-Thin,t
53006,./Images/T_53006.png,19,t,T,(0 1),YanoneKaffeesatz-Thin,t
53007,./Images/T_53007.png,19,t,T,(3 -5),YanoneKaffeesatz-Thin,t
53008,./Images/T_53008.png,19,t,T,(3 -2),YanoneKaffeesatz-Thin,t
53009,./Images/T_53009.png,19,t,T,(3 1),YanoneKaffeesatz-Thin,t
53010,./Images/T_53010.png,19,t,T,(0 -5),Tall Films Fine Oblique,t
53011,./Images/T_53011.png,19,t,T,(0 -2),Tall Films Fine Oblique,t
53012,./Images/T_53012.png,19,t,T,(0 1),Tall Films Fine Oblique,t
53013,./Images/T_53013.png,19,t,T,(3 -5),Tall Films Fine Oblique,l
53014,./Images/T_53014.png,19,t,T,(3 -2),Tall Films Fine Oblique,l
53015,./Images/T_53015.png,19,t,T,(3 1),Tall Films Fine Oblique,1
53016,./Images/T_53016.png,19,t,T,(0 -5),Ayuthaya,t
53017,./Images/T_53017.png,19,t,T,(0 -2),Ayuthaya,t
53018,./Images/T_53018.png,19,t,T,(0 1),Ayuthaya,t
53019,./Images/T_53019.png,19,t,T,(3 -5),Ayuthaya,t
53020,./Images/T_53020.png,19,t,T,(3 -2),Ayuthaya,t
53021,./Images/T_53021.png,19,t,T,(3 1),Ayuthaya,t
53022,./Images/T_53022.png,19,t,T,(0 -5),Minecraftia-Regular,t
53023,./Images/T_53023.png,19,t,T,(0 -2),Minecraftia-Regular,t
53024,./Images/T_53024.png,19,t,T,(0 1),Minecraftia-Regular,t
53025,./Images/T_53025.png,19,t,T,(3 -5),Minecraftia-Regular,t
53026,./Images/T_53026.png,19,t,T,(3 -2),Minecraftia-Regular,t
53027,./Images/T_53027.png,19,t,T,(3 1),Minecraftia-Regular,t
53028,./Images/T_53028.png,19,t,T,(0 -5),Pacifico,t
53029,./Images/T_53029.png,19,t,T,(0 -2),Pacifico,t
53030,./Images/T_53030.png,19,t,T,(0 1),Pacifico,t
53031,./Images/T_53031.png,19,t,T,(3 -5),Pacifico,t
53032,./Images/T_53032.png,19,t,T,(3 -2),Pacifico,t
53033,./Images/T_53033.png,19,t,T,(3 1),Pacifico,t
53034,./Images/T_53034.png,19,t,T,(0 -5),Sparkler-demo,t
53035,./Images/T_53035.png,19,t,T,(0 -2),Sparkler-demo,t
53036,./Images/T_53036.png,19,t,T,(0 1),Sparkler-demo,t
53037,./Images/T_53037.png,19,t,T,(3 -5),Sparkler-demo,t
53038,./Images/T_53038.png,19,t,T,(3 -2),Sparkler-demo,t
53039,./Images/T_53039.png,19,t,T,(3 1),Sparkler-demo,t
53040,./Images/T_53040.png,19,t,T,(0 -5),Khmer Sangam MN,t
53041,./Images/T_53041.png,19,t,T,(0 -2),Khmer Sangam MN,t
53042,./Images/T_53042.png,19,t,T,(0 1),Khmer Sangam MN,t
53043,./Images/T_53043.png,19,t,T,(3 -5),Khmer Sangam MN,t
53044,./Images/T_53044.png,19,t,T,(3 -2),Khmer Sangam MN,t
53045,./Images/T_53045.png,19,t,T,(3 1),Khmer Sangam MN,i
53046,./Images/T_53046.png,19,t,T,(0 -5),medium,t
53047,./Images/T_53047.png,19,t,T,(0 -2),medium,t
53048,./Images/T_53048.png,19,t,T,(0 1),medium,t
53049,./Images/T_53049.png,19,t,T,(3 -5),medium,t
53050,./Images/T_53050.png,19,t,T,(3 -2),medium,t
53051,./Images/T_53051.png,19,t,T,(3 1),medium,t
53052,./Images/T_53052.png,19,t,T,(0 -5),YanoneKaffeesatz-Bold,t
53053,./Images/T_53053.png,19,t,T,(0 -2),YanoneKaffeesatz-Bold,t
53054,./Images/T_53054.png,19,t,T,(0 1),YanoneKaffeesatz-Bold,i
53055,./Images/T_53055.png,19,t,T,(3 -5),YanoneKaffeesatz-Bold,t
53056,./Images/T_53056.png,19,t,T,(3 -2),YanoneKaffeesatz-Bold,t
53057,./Images/T_53057.png,19,t,T,(3 1),YanoneKaffeesatz-Bold,t
53058,./Images/T_53058.png,19,t,T,(0 -5),Phantomime,t
53059,./Images/T_53059.png,19,t,T,(0 -2),Phantomime,t
53060,./Images/T_53060.png,19,t,T,(0 1),Phantomime,t
53061,./Images/T_53061.png,19,t,T,(3 -5),Phantomime,t
53062,./Images/T_53062.png,19,t,T,(3 -2),Phantomime,t
53063,./Images/T_53063.png,19,t,T,(3 1),Phantomime,t
53064,./Images/T_53064.png,19,t,T,(0 -5),steelfib,t
53065,./Images/T_53065.png,19,t,T,(0 -2),steelfib,t
53066,./Images/T_53066.png,19,t,T,(0 1),steelfib,i
53067,./Images/T_53067.png,19,t,T,(3 -5),steelfib,l
53068,./Images/T_53068.png,19,t,T,(3 -2),steelfib,l
53069,./Images/T_53069.png,19,t,T,(3 1),steelfib,l
53070,./Images/T_53070.png,19,t,T,(0 -5),PRIMERB,t
53071,./Images/T_53071.png,19,t,T,(0 -2),PRIMERB,t
53072,./Images/T_53072.png,19,t,T,(0 1),PRIMERB,t
53073,./Images/T_53073.png,19,t,T,(3 -5),PRIMERB,t
53074,./Images/T_53074.png,19,t,T,(3 -2),PRIMERB,t
53075,./Images/T_53075.png,19,t,T,(3 1),PRIMERB,t
53076,./Images/T_53076.png,19,t,T,(0 -5),Nirmala,t
53077,./Images/T_53077.png,19,t,T,(0 -2),Nirmala,t
53078,./Images/T_53078.png,19,t,T,(0 1),Nirmala,t
53079,./Images/T_53079.png,19,t,T,(3 -5),Nirmala,t
53080,./Images/T_53080.png,19,t,T,(3 -2),Nirmala,t
53081,./Images/T_53081.png,19,t,T,(3 1),Nirmala,i
53082,./Images/T_53082.png,19,t,T,(0 -5),slender,t
53083,./Images/T_53083.png,19,t,T,(0 -2),slender,t
53084,./Images/T_53084.png,19,t,T,(0 1),slender,t
53085,./Images/T_53085.png,19,t,T,(3 -5),slender,1
53086,./Images/T_53086.png,19,t,T,(3 -2),slender,1
53087,./Images/T_53087.png,19,t,T,(3 1),slender,i
53088,./Images/T_53088.png,19,t,T,(0 -5),krazynights,t
53089,./Images/T_53089.png,19,t,T,(0 -2),krazynights,t
53090,./Images/T_53090.png,19,t,T,(0 1),krazynights,t
53091,./Images/T_53091.png,19,t,T,(3 -5),krazynights,t
53092,./Images/T_53092.png,19,t,T,(3 -2),krazynights,t
53093,./Images/T_53093.png,19,t,T,(3 1),krazynights,t
53094,./Images/T_53094.png,19,t,T,(0 -5),Trebuchet MS Bold,t
53095,./Images/T_53095.png,19,t,T,(0 -2),Trebuchet MS Bold,t
53096,./Images/T_53096.png,19,t,T,(0 1),Trebuchet MS Bold,t
53097,./Images/T_53097.png,19,t,T,(3 -5),Trebuchet MS Bold,t
53098,./Images/T_53098.png,19,t,T,(3 -2),Trebuchet MS Bold,t
53099,./Images/T_53099.png,19,t,T,(3 1),Trebuchet MS Bold,t
53100,./Images/T_53100.png,19,t,T,(0 -5),Waukegan LDO Black,t
53101,./Images/T_53101.png,19,t,T,(0 -2),Waukegan LDO Black,t
53102,./Images/T_53102.png,19,t,T,(0 1),Waukegan LDO Black,t
53103,./Images/T_53103.png,19,t,T,(3 -5),Waukegan LDO Black,t
53104,./Images/T_53104.png,19,t,T,(3 -2),Waukegan LDO Black,t
53105,./Images/T_53105.png,19,t,T,(3 1),Waukegan LDO Black,t
53106,./Images/T_53106.png,19,t,T,(0 -5),Arial Black,t
53107,./Images/T_53107.png,19,t,T,(0 -2),Arial Black,t
53108,./Images/T_53108.png,19,t,T,(0 1),Arial Black,t
53109,./Images/T_53109.png,19,t,T,(3 -5),Arial Black,t
53110,./Images/T_53110.png,19,t,T,(3 -2),Arial Black,t
53111,./Images/T_53111.png,19,t,T,(3 1),Arial Black,t
53112,./Images/T_53112.png,19,t,T,(0 -5),Ubuntu-B,t
53113,./Images/T_53113.png,19,t,T,(0 -2),Ubuntu-B,t
53114,./Images/T_53114.png,19,t,T,(0 1),Ubuntu-B,t
53115,./Images/T_53115.png,19,t,T,(3 -5),Ubuntu-B,t
53116,./Images/T_53116.png,19,t,T,(3 -2),Ubuntu-B,t
53117,./Images/T_53117.png,19,t,T,(3 1),Ubuntu-B,t
53118,./Images/T_53118.png,19,t,T,(0 -5),black,t
53119,./Images/T_53119.png,19,t,T,(0 -2),black,t
53120,./Images/T_53120.png,19,t,T,(0 1),black,t
53121,./Images/T_53121.png,19,t,T,(3 -5),black,t
53122,./Images/T_53122.png,19,t,T,(3 -2),black,t
53123,./Images/T_53123.png,19,t,T,(3 1),black,t
53124,./Images/T_53124.png,19,t,T,(0 -5),Courier New Bold Italic,t
53125,./Images/T_53125.png,19,t,T,(0 -2),Courier New Bold Italic,t
53126,./Images/T_53126.png,19,t,T,(0 1),Courier New Bold Italic,t
53127,./Images/T_53127.png,19,t,T,(3 -5),Courier New Bold Italic,t
53128,./Images/T_53128.png,19,t,T,(3 -2),Courier New Bold Italic,t
53129,./Images/T_53129.png,19,t,T,(3 1),Courier New Bold Italic,t
53130,./Images/T_53130.png,19,t,T,(0 -5),Comic Sans MS,t
53131,./Images/T_53131.png,19,t,T,(0 -2),Comic Sans MS,t
53132,./Images/T_53132.png,19,t,T,(0 1),Comic Sans MS,t
53133,./Images/T_53133.png,19,t,T,(3 -5),Comic Sans MS,t
53134,./Images/T_53134.png,19,t,T,(3 -2),Comic Sans MS,t
53135,./Images/T_53135.png,19,t,T,(3 1),Comic Sans MS,i
53136,./Images/T_53136.png,19,t,T,(0 -5),squitcher,t
53137,./Images/T_53137.png,19,t,T,(0 -2),squitcher,t
53138,./Images/T_53138.png,19,t,T,(0 1),squitcher,r
53139,./Images/T_53139.png,19,t,T,(3 -5),squitcher,t
53140,./Images/T_53140.png,19,t,T,(3 -2),squitcher,t
53141,./Images/T_53141.png,19,t,T,(3 1),squitcher,t
53142,./Images/T_53142.png,19,t,T,(0 -5),BabelSans-Oblique,t
53143,./Images/T_53143.png,19,t,T,(0 -2),BabelSans-Oblique,t
53144,./Images/T_53144.png,19,t,T,(0 1),BabelSans-Oblique,t
53145,./Images/T_53145.png,19,t,T,(3 -5),BabelSans-Oblique,t
53146,./Images/T_53146.png,19,t,T,(3 -2),BabelSans-Oblique,t
53147,./Images/T_53147.png,19,t,T,(3 1),BabelSans-Oblique,t
53148,./Images/T_53148.png,19,t,T,(0 -5),SF Grunge Sans Bold,t
53149,./Images/T_53149.png,19,t,T,(0 -2),SF Grunge Sans Bold,t
53150,./Images/T_53150.png,19,t,T,(0 1),SF Grunge Sans Bold,t
53151,./Images/T_53151.png,19,t,T,(3 -5),SF Grunge Sans Bold,t
53152,./Images/T_53152.png,19,t,T,(3 -2),SF Grunge Sans Bold,t
53153,./Images/T_53153.png,19,t,T,(3 1),SF Grunge Sans Bold,t
53154,./Images/T_53154.png,19,t,T,(0 -5),abscib__,t
53155,./Images/T_53155.png,19,t,T,(0 -2),abscib__,t
53156,./Images/T_53156.png,19,t,T,(0 1),abscib__,t
53157,./Images/T_53157.png,19,t,T,(3 -5),abscib__,t
53158,./Images/T_53158.png,19,t,T,(3 -2),abscib__,t
53159,./Images/T_53159.png,19,t,T,(3 1),abscib__,t
53160,./Images/T_53160.png,19,t,T,(0 -5),distortion_of_the_brain_and_mind,t
53161,./Images/T_53161.png,19,t,T,(0 -2),distortion_of_the_brain_and_mind,t
53162,./Images/T_53162.png,19,t,T,(0 1),distortion_of_the_brain_and_mind,t
53163,./Images/T_53163.png,19,t,T,(3 -5),distortion_of_the_brain_and_mind,l
53164,./Images/T_53164.png,19,t,T,(3 -2),distortion_of_the_brain_and_mind,t
53165,./Images/T_53165.png,19,t,T,(3 1),distortion_of_the_brain_and_mind,f
53166,./Images/T_53166.png,19,t,T,(0 -5),bobcaygr,t
53167,./Images/T_53167.png,19,t,T,(0 -2),bobcaygr,t
53168,./Images/T_53168.png,19,t,T,(0 1),bobcaygr,t
53169,./Images/T_53169.png,19,t,T,(3 -5),bobcaygr,t
53170,./Images/T_53170.png,19,t,T,(3 -2),bobcaygr,t
53171,./Images/T_53171.png,19,t,T,(3 1),bobcaygr,t
53172,./Images/T_53172.png,19,t,T,(0 -5),corbelz,t
53173,./Images/T_53173.png,19,t,T,(0 -2),corbelz,t
53174,./Images/T_53174.png,19,t,T,(0 1),corbelz,t
53175,./Images/T_53175.png,19,t,T,(3 -5),corbelz,t
53176,./Images/T_53176.png,19,t,T,(3 -2),corbelz,t
53177,./Images/T_53177.png,19,t,T,(3 1),corbelz,t
53178,./Images/T_53178.png,19,t,T,(0 -5),Aaargh,t
53179,./Images/T_53179.png,19,t,T,(0 -2),Aaargh,t
53180,./Images/T_53180.png,19,t,T,(0 1),Aaargh,t
53181,./Images/T_53181.png,19,t,T,(3 -5),Aaargh,t
53182,./Images/T_53182.png,19,t,T,(3 -2),Aaargh,t
53183,./Images/T_53183.png,19,t,T,(3 1),Aaargh,t
53184,./Images/T_53184.png,19,t,T,(0 -5),Champagne & Limousines Bold,t
53185,./Images/T_53185.png,19,t,T,(0 -2),Champagne & Limousines Bold,t
53186,./Images/T_53186.png,19,t,T,(0 1),Champagne & Limousines Bold,t
53187,./Images/T_53187.png,19,t,T,(3 -5),Champagne & Limousines Bold,t
53188,./Images/T_53188.png,19,t,T,(3 -2),Champagne & Limousines Bold,t
53189,./Images/T_53189.png,19,t,T,(3 1),Champagne & Limousines Bold,t
53190,./Images/T_53190.png,19,t,T,(0 -5),DIN Alternate Bold,t
53191,./Images/T_53191.png,19,t,T,(0 -2),DIN Alternate Bold,t
53192,./Images/T_53192.png,19,t,T,(0 1),DIN Alternate Bold,t
53193,./Images/T_53193.png,19,t,T,(3 -5),DIN Alternate Bold,t
53194,./Images/T_53194.png,19,t,T,(3 -2),DIN Alternate Bold,t
53195,./Images/T_53195.png,19,t,T,(3 1),DIN Alternate Bold,t
53196,./Images/T_53196.png,19,t,T,(0 -5),Sathu,t
53197,./Images/T_53197.png,19,t,T,(0 -2),Sathu,t
53198,./Images/T_53198.png,19,t,T,(0 1),Sathu,t
53199,./Images/T_53199.png,19,t,T,(3 -5),Sathu,t
53200,./Images/T_53200.png,19,t,T,(3 -2),Sathu,t
53201,./Images/T_53201.png,19,t,T,(3 1),Sathu,t
53202,./Images/T_53202.png,19,t,T,(0 -5),Arial Bold Italic,t
53203,./Images/T_53203.png,19,t,T,(0 -2),Arial Bold Italic,t
53204,./Images/T_53204.png,19,t,T,(0 1),Arial Bold Italic,t
53205,./Images/T_53205.png,19,t,T,(3 -5),Arial Bold Italic,t
53206,./Images/T_53206.png,19,t,T,(3 -2),Arial Bold Italic,t
53207,./Images/T_53207.png,19,t,T,(3 1),Arial Bold Italic,t
53208,./Images/T_53208.png,19,t,T,(0 -5),tahoma,t
53209,./Images/T_53209.png,19,t,T,(0 -2),tahoma,t
53210,./Images/T_53210.png,19,t,T,(0 1),tahoma,t
53211,./Images/T_53211.png,19,t,T,(3 -5),tahoma,t
53212,./Images/T_53212.png,19,t,T,(3 -2),tahoma,t
53213,./Images/T_53213.png,19,t,T,(3 1),tahoma,t
53214,./Images/T_53214.png,19,t,T,(0 -5),SF New Republic,t
53215,./Images/T_53215.png,19,t,T,(0 -2),SF New Republic,t
53216,./Images/T_53216.png,19,t,T,(0 1),SF New Republic,t
53217,./Images/T_53217.png,19,t,T,(3 -5),SF New Republic,t
53218,./Images/T_53218.png,19,t,T,(3 -2),SF New Republic,t
53219,./Images/T_53219.png,19,t,T,(3 1),SF New Republic,t
53220,./Images/T_53220.png,19,t,T,(0 -5),BNMachine,t
53221,./Images/T_53221.png,19,t,T,(0 -2),BNMachine,r
53222,./Images/T_53222.png,19,t,T,(0 1),BNMachine,r
53223,./Images/T_53223.png,19,t,T,(3 -5),BNMachine,t
53224,./Images/T_53224.png,19,t,T,(3 -2),BNMachine,t
53225,./Images/T_53225.png,19,t,T,(3 1),BNMachine,t
53226,./Images/T_53226.png,19,t,T,(0 -5),PlantagenetCherokee,t
53227,./Images/T_53227.png,19,t,T,(0 -2),PlantagenetCherokee,t
53228,./Images/T_53228.png,19,t,T,(0 1),PlantagenetCherokee,t
53229,./Images/T_53229.png,19,t,T,(3 -5),PlantagenetCherokee,t
53230,./Images/T_53230.png,19,t,T,(3 -2),PlantagenetCherokee,t
53231,./Images/T_53231.png,19,t,T,(3 1),PlantagenetCherokee,t
53232,./Images/T_53232.png,19,t,T,(0 -5),accid__,t
53233,./Images/T_53233.png,19,t,T,(0 -2),accid__,t
53234,./Images/T_53234.png,19,t,T,(0 1),accid__,i
53235,./Images/T_53235.png,19,t,T,(3 -5),accid__,t
53236,./Images/T_53236.png,19,t,T,(3 -2),accid__,1
53237,./Images/T_53237.png,19,t,T,(3 1),accid__,1
53238,./Images/T_53238.png,19,t,T,(0 -5),SF Foxboro Script,t
53239,./Images/T_53239.png,19,t,T,(0 -2),SF Foxboro Script,t
53240,./Images/T_53240.png,19,t,T,(0 1),SF Foxboro Script,t
53241,./Images/T_53241.png,19,t,T,(3 -5),SF Foxboro Script,t
53242,./Images/T_53242.png,19,t,T,(3 -2),SF Foxboro Script,t
53243,./Images/T_53243.png,19,t,T,(3 1),SF Foxboro Script,t
53244,./Images/T_53244.png,19,t,T,(0 -5),Wolf in the City Light,t
53245,./Images/T_53245.png,19,t,T,(0 -2),Wolf in the City Light,r
53246,./Images/T_53246.png,19,t,T,(0 1),Wolf in the City Light,r
53247,./Images/T_53247.png,19,t,T,(3 -5),Wolf in the City Light,f
53248,./Images/T_53248.png,19,t,T,(3 -2),Wolf in the City Light,f
53249,./Images/T_53249.png,19,t,T,(3 1),Wolf in the City Light,t
53250,./Images/T_53250.png,19,t,T,(0 -5),Georgia Bold,i
53251,./Images/T_53251.png,19,t,T,(0 -2),Georgia Bold,t
53252,./Images/T_53252.png,19,t,T,(0 1),Georgia Bold,t
53253,./Images/T_53253.png,19,t,T,(3 -5),Georgia Bold,i
53254,./Images/T_53254.png,19,t,T,(3 -2),Georgia Bold,t
53255,./Images/T_53255.png,19,t,T,(3 1),Georgia Bold,t
53256,./Images/T_53256.png,19,t,T,(0 -5),bottix,t
53257,./Images/T_53257.png,19,t,T,(0 -2),bottix,t
53258,./Images/T_53258.png,19,t,T,(0 1),bottix,t
53259,./Images/T_53259.png,19,t,T,(3 -5),bottix,t
53260,./Images/T_53260.png,19,t,T,(3 -2),bottix,t
53261,./Images/T_53261.png,19,t,T,(3 1),bottix,t
53262,./Images/T_53262.png,19,t,T,(0 -5),aggstock,t
53263,./Images/T_53263.png,19,t,T,(0 -2),aggstock,t
53264,./Images/T_53264.png,19,t,T,(0 1),aggstock,t
53265,./Images/T_53265.png,19,t,T,(3 -5),aggstock,t
53266,./Images/T_53266.png,19,t,T,(3 -2),aggstock,t
53267,./Images/T_53267.png,19,t,T,(3 1),aggstock,t
53268,./Images/T_53268.png,19,t,T,(0 -5),bluehigh,t
53269,./Images/T_53269.png,19,t,T,(0 -2),bluehigh,t
53270,./Images/T_53270.png,19,t,T,(0 1),bluehigh,t
53271,./Images/T_53271.png,19,t,T,(3 -5),bluehigh,t
53272,./Images/T_53272.png,19,t,T,(3 -2),bluehigh,t
53273,./Images/T_53273.png,19,t,T,(3 1),bluehigh,t
53274,./Images/T_53274.png,19,t,T,(0 -5),AliquamREG,t
53275,./Images/T_53275.png,19,t,T,(0 -2),AliquamREG,t
53276,./Images/T_53276.png,19,t,T,(0 1),AliquamREG,t
53277,./Images/T_53277.png,19,t,T,(3 -5),AliquamREG,t
53278,./Images/T_53278.png,19,t,T,(3 -2),AliquamREG,t
53279,./Images/T_53279.png,19,t,T,(3 1),AliquamREG,t
53280,./Images/T_53280.png,19,t,T,(0 -5),YanoneKaffeesatz-Light,t
53281,./Images/T_53281.png,19,t,T,(0 -2),YanoneKaffeesatz-Light,t
53282,./Images/T_53282.png,19,t,T,(0 1),YanoneKaffeesatz-Light,t
53283,./Images/T_53283.png,19,t,T,(3 -5),YanoneKaffeesatz-Light,t
53284,./Images/T_53284.png,19,t,T,(3 -2),YanoneKaffeesatz-Light,t
53285,./Images/T_53285.png,19,t,T,(3 1),YanoneKaffeesatz-Light,t
53286,./Images/T_53286.png,19,t,T,(0 -5),Verdana Bold Italic,t
53287,./Images/T_53287.png,19,t,T,(0 -2),Verdana Bold Italic,t
53288,./Images/T_53288.png,19,t,T,(0 1),Verdana Bold Italic,t
53289,./Images/T_53289.png,19,t,T,(3 -5),Verdana Bold Italic,t
53290,./Images/T_53290.png,19,t,T,(3 -2),Verdana Bold Italic,t
53291,./Images/T_53291.png,19,t,T,(3 1),Verdana Bold Italic,t
53292,./Images/T_53292.png,19,t,T,(0 -5),segoeuib,t
53293,./Images/T_53293.png,19,t,T,(0 -2),segoeuib,i
53294,./Images/T_53294.png,19,t,T,(0 1),segoeuib,i
53295,./Images/T_53295.png,19,t,T,(3 -5),segoeuib,t
53296,./Images/T_53296.png,19,t,T,(3 -2),segoeuib,t
53297,./Images/T_53297.png,19,t,T,(3 1),segoeuib,t
53298,./Images/T_53298.png,19,t,T,(0 -5),NirmalaB,t
53299,./Images/T_53299.png,19,t,T,(0 -2),NirmalaB,i
53300,./Images/T_53300.png,19,t,T,(0 1),NirmalaB,i
53301,./Images/T_53301.png,19,t,T,(3 -5),NirmalaB,t
53302,./Images/T_53302.png,19,t,T,(3 -2),NirmalaB,t
53303,./Images/T_53303.png,19,t,T,(3 1),NirmalaB,t
53304,./Images/T_53304.png,19,t,T,(0 -5),coolvetica rg,t
53305,./Images/T_53305.png,19,t,T,(0 -2),coolvetica rg,t
53306,./Images/T_53306.png,19,t,T,(0 1),coolvetica rg,t
53307,./Images/T_53307.png,19,t,T,(3 -5),coolvetica rg,t
53308,./Images/T_53308.png,19,t,T,(3 -2),coolvetica rg,t
53309,./Images/T_53309.png,19,t,T,(3 1),coolvetica rg,t
53310,./Images/T_53310.png,19,t,T,(0 -5),Microsoft Sans Serif,t
53311,./Images/T_53311.png,19,t,T,(0 -2),Microsoft Sans Serif,t
53312,./Images/T_53312.png,19,t,T,(0 1),Microsoft Sans Serif,t
53313,./Images/T_53313.png,19,t,T,(3 -5),Microsoft Sans Serif,t
53314,./Images/T_53314.png,19,t,T,(3 -2),Microsoft Sans Serif,t
53315,./Images/T_53315.png,19,t,T,(3 1),Microsoft Sans Serif,t
53316,./Images/T_53316.png,19,t,T,(0 -5),Untidy Italic Skrawl,t
53317,./Images/T_53317.png,19,t,T,(0 -2),Untidy Italic Skrawl,t
53318,./Images/T_53318.png,19,t,T,(0 1),Untidy Italic Skrawl,t
53319,./Images/T_53319.png,19,t,T,(3 -5),Untidy Italic Skrawl,t
53320,./Images/T_53320.png,19,t,T,(3 -2),Untidy Italic Skrawl,t
53321,./Images/T_53321.png,19,t,T,(3 1),Untidy Italic Skrawl,t
53322,./Images/T_53322.png,19,t,T,(0 -5),Georgia Bold Italic,t
53323,./Images/T_53323.png,19,t,T,(0 -2),Georgia Bold Italic,t
53324,./Images/T_53324.png,19,t,T,(0 1),Georgia Bold Italic,t
53325,./Images/T_53325.png,19,t,T,(3 -5),Georgia Bold Italic,t
53326,./Images/T_53326.png,19,t,T,(3 -2),Georgia Bold Italic,t
53327,./Images/T_53327.png,19,t,T,(3 1),Georgia Bold Italic,t
53328,./Images/T_53328.png,19,t,T,(0 -5),SF Grunge Sans SC,t
53329,./Images/T_53329.png,19,t,T,(0 -2),SF Grunge Sans SC,t
53330,./Images/T_53330.png,19,t,T,(0 1),SF Grunge Sans SC,t
53331,./Images/T_53331.png,19,t,T,(3 -5),SF Grunge Sans SC,t
53332,./Images/T_53332.png,19,t,T,(3 -2),SF Grunge Sans SC,t
53333,./Images/T_53333.png,19,t,T,(3 1),SF Grunge Sans SC,t
53334,./Images/T_53334.png,19,t,T,(0 -5),YanoneKaffeesatz-Regular,t
